classification,control,line,path,reason,tag,type
face violation,<input>,408,web/src/features/project-room/door/DoorCore.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input             type=""text""             className=""door-outcome-input""             placeholder=""What are you delivering?""             value={ctrl.outcome}             onChange={(e) => ctrl.setOutcome(e.target.value)}             maxLength={600}             data-testid=""door-outcome-input""           />",text
face violation,<input>,108,web/src/features/project-room/review/ReviewPosture.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input // UX-CANON: needs redesign (HS-170-04)               className=""review-edit-input""               aria-label={`Edit ${label}`}               value={renderValue(value)}               onChange={(e) => onEditField(key, e.target.value)}             />",text/unspecified
needs reading,<input>,278,web/src/features/project-room/review/ReviewPosture.tsx,native date bypasses a named surface species; verify the bounded-value exception,"<input // UX-CANON: needs redesign (HS-170-04)                 type=""date""                 className=""review-defer-date""                 data-testid=""review-defer-date""                 aria-label=""Defer until date""                 value={ctrl.deferDate}                 onChange={(e) => ctrl.setDeferDate(e.target.value)}                 autoFocus             ",date
face violation,<button>,261,web/src/features/project-room/steward/StewardPosture.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button               key={ref}               type=""button""               className=""desk-chip quiet steward-receipt-ref""               data-testid=""steward-receipt-ref""               data-ref={ref}               onClick={() => onOpenRef(ref)}             >",
face violation,<button>,106,web/src/features/project-room/update/UpdatePosture.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button               type=""button""               className=""desk-chip quiet""               data-testid=""update-claim-ref""               data-ref={ref}               data-ref-kind={refKind(ref)}               title={`${kind}: ${ref}`}               aria-label={`${kind}: ${title}`}               onClick={() => onOpen(ref)}             >",
face violation,<button>,173,web/src/features/project-room/update/UpdatePosture.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 key={ref}                 type=""button""                 className=""desk-chip quiet""                 data-testid=""update-claim-ref""                 data-ref={ref}                 data-ref-kind={refKind(ref)}                 title={ref}                 aria-label={label}                 onClick={() => onOpen(ref)}               >",
face violation,<button>,70,web/src/pages/cores/AssignmentModelChooser.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button         type=""button""         role=""radio""         aria-checked={selected}         aria-label={`${candidate.label}, ${candidate.readiness}${added ? "", in draft"" : """"}`}         data-selected={selected || undefined}         data-added={added || undefined}         key={candidate.profile_id}         onClick={() => { setActiveId(candidate.profile_id); on",
face violation,<button>,402,web/src/pages/cores/ComponentsCore.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           ref={popoverAnchorRef}           type=""button""           className=""signal-btn""           onClick={() => setPopoverOpen(!popoverOpen)}         >",
face violation,<button>,537,web/src/pages/cores/LiveCore.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             className=""btn-link""             onClick={() => openPrimitive(`meeting:${retainedMeetingId}`)}           >",
needs reading,<input>,383,web/src/pages/cores/ModelLibraryCore.tsx,native password bypasses a named surface species; verify the bounded-value exception,"<input ref={secretRef} type=""password"" autoComplete=""new-password"" aria-label=""Provider key"" />",password
needs reading,<input>,396,web/src/pages/cores/ModelLibraryCore.tsx,native password bypasses a named surface species; verify the bounded-value exception,"<input ref={secretRef} type=""password"" autoComplete=""new-password"" aria-label=""Provider key"" />",password
needs reading,<input>,404,web/src/pages/cores/ModelLibraryCore.tsx,native file bypasses a named surface species; verify the bounded-value exception,"<input type=""file"" accept="".gguf,.mlx"" aria-label=""Model file"" onChange={(event) => setFile(event.target.files?.[0] ?? null)} />",file
sanctioned,<input>,434,web/src/pages/cores/ModelLibraryCore.tsx,model row selection; surface contract Accessibility explicitly permits real radio inputs,"<input ref={(element) => { rowRefs.current[row.id] = element; }} type=""radio"" name={groupName} value={row.id} checked={selectedRow} onChange={() => setSelectedId(row.id)} />",radio
needs reading,<input>,441,web/src/pages/cores/TopologyMapView.tsx,native password bypasses a named surface species; verify the bounded-value exception,"<input ref={secretRef} className=""hs-control"" type=""password"" autoComplete=""new-password"" placeholder=""Key (optional)"" />",password
needs reading,<input>,456,web/src/pages/cores/TopologyMapView.tsx,native password bypasses a named surface species; verify the bounded-value exception,"<input ref={secretRef} className=""hs-control"" type=""password"" autoComplete=""new-password"" placeholder=""Key"" />",password
face violation,<button>,92,web/src/pages/cores/WorkbenchesHomeCore.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 key={wb.id}                 type=""button""                 className=""wb-home-card""                 data-needs={needsYou ? ""true"" : undefined}                 onClick={() => useDesk.getState().openWorkbenchWindow(wb.id)}               >",
face violation,role=button,211,web/src/pages/cores/history/CatalogRail.tsx,UX-CANON A.1/U1: every verb is the library Button,"role=""button""",
needs reading,<input>,80,web/src/pages/cores/history/ImportSection.tsx,native file bypasses a named surface species; verify the bounded-value exception,"<input           type=""file""           accept=""audio/*,.wav,.mp3,.m4a,.ogg,.flac,.vtt,.srt,.txt""           onChange={(event) => setFile(event.target.files?.[0] ?? null)}         />",file
face violation,<button>,79,web/src/pages/cores/settingsBespoke.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className={""gadget-keycap"" + (listening ? "" is-listening"" : """")}           aria-label={             listening               ? ""Listening for the hold key. Esc cancels.""               : `Push-to-talk key: ${current}. Press to change.`           }           onClick={() => {             onRefuse?.("""");             setLi",
